country,source,title,date_iso,summary,url,category,status
Ethiopia,Ministry of Urban Infrastructure & Development,"In the Crater of the Volcano: The Hidden Knowledge of the Ancient Temples, the Rock Paintings, and the Mysterious Education System",2025-10-15,"The entire area, Proclamation No. 27/2018 (Amendment) of the Ministry of Urban Development and Housing and the concerned bodies in the construction sector, in accordance with the provisions of Article 16 of the said Proclamation, in the Tulul Arara Zone, in the Sebeta Hawas Wereda, in the Tulul Arara Zone, the second-level land administration office [...]",https://mui.gov.et/%e1%89%a0%e1%8a%ad%e1%88%a8%e1%88%9d%e1%89%b5-%e1%89%a0%e1%8c%8e-%e1%8d%88%e1%89%83%e1%8b%b5-%e1%8a%a0%e1%8c%88%e1%88%8d%e1%8c%8d%e1%88%8e%e1%89%b5-%e1%8b%a8%e1%89%b0%e1%88%b0%e1%88%a9-%e1%88%85/,,
Ethiopia,Ministry of Urban Infrastructure & Development,Construction Regulatory Information System (CRIS) Functional Requirements and Feasibility Study,2025-10-15,"Addis Ababa, June 27, 2018 (MELMI) – In a joint press conference held by the Ministry of Science and Higher Education and the Ethiopian Construction Information and Technology Institute (ECITI), the regulatory information systems of the construction sector ministries and high-ranking government officials […]",https://mui.gov.et/%e1%8b%a8%e1%8a%ae%e1%8a%95%e1%88%b5%e1%89%b5%e1%88%ab%e1%8a%ad%e1%88%bd%e1%8a%95-%e1%88%ac%e1%8c%89%e1%88%8b%e1%89%b6%e1%88%aa-%e1%8a%a2%e1%8a%95%e1%8d%8e%e1%88%ad%e1%88%9c%e1%88%bd%e1%8a%95-2/,,
Ethiopia,Ministry of Urban Infrastructure & Development,Ethiopia's Asstemaamanyinet and Zelakinet: The Challenge of Managing the Bahir Ber for a Sustainable Future - President Tayyé Atseqlasé,2025-10-15,The issue of Ethiopia's sovereignty and territorial integrity in the management of the Grand Ethiopian Renaissance Dam (GERD) is being discussed in the international community with the aim of achieving sustainable and equitable management. The 6th session of the House of Peoples' Representatives and the House of Federation 5th […],https://mui.gov.et/language/am/%e1%8b%a8%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab-%e1%8a%a0%e1%88%b5%e1%89%b0%e1%88%9b%e1%88%9b%e1%8a%9d%e1%8a%90%e1%89%b5-%e1%8a%a5%e1%8a%93-%e1%8b%98%e1%88%8b%e1%89%82%e1%8a%90%e1%89%b5-2/,,
Ethiopia,Ministry of Urban Infrastructure & Development,Construction of the Regulatory Information System (CRIS) Implementation Framework Final Report,2025-10-15,"Addis Ababa, Proclamation No. 27/2018 (from the Amharic calendar) of the Ministry of Urban Development and Housing of the Federal Democratic Republic of Ethiopia, which established the Ethiopian Construction Industry Institute (ECII) Transformation Forum, will be held in the city of Adama. The Ethiopian Construction Industry Institute, represented by its CEO, will participate in this event. […]",https://mui.gov.et/%e1%8b%a8%e1%8a%ae%e1%8a%95%e1%88%b5%e1%89%b5%e1%88%ab%e1%8a%ad%e1%88%bd%e1%8a%95-%e1%88%ac%e1%8c%89%e1%88%8b%e1%89%b6%e1%88%aa-%e1%8a%a2%e1%8a%95%e1%8d%8e%e1%88%ad%e1%88%9c%e1%88%bd%e1%8a%95/,,
Ethiopia,Ministry of Urban Infrastructure & Development,Construction Regulatory Information System (CRIS) Feasibility Study for the State of Eritrea,2025-10-15,"Addis Ababa, June 27, 2018 (MELMI) – In a joint press conference held by the Minister of Science and Higher Education and the Ethiopian Construction Corporation (ECC) CEO, along with the Information Network Security Administration, it was announced that the Ethiopian Information Security Regulatory System (EISRS) will be launched in the coming days. Key government officials […]",https://mui.gov.et/language/am/%e1%8b%a8%e1%8a%ae%e1%8a%95%e1%88%b5%e1%89%b5%e1%88%ab%e1%8a%ad%e1%88%bd%e1%8a%95-%e1%88%ac%e1%8c%89%e1%88%8b%e1%89%b6%e1%88%aa-%e1%8a%a2%e1%8a%95%e1%8d%8e%e1%88%ad%e1%88%9c%e1%88%bd%e1%8a%95-3/,,
Ethiopia,Ministry of Urban Infrastructure & Development,የኮንስትራክሽን ሬጉላቶሪ ኢንፎርሜሽን ሲስተም ይፋዊ ማስጀመሪያ ሥነ  ስርዓት ተካሄደ,2025-10-15,አዲስ አበባ፣ መስከረም  27 ቀን 2018 ዓ/ም (ከመልሚ)  በከተማና መሠረተ-ልማት ሚኒስቴር የኢትዮጵያ ኮንስትራክሽን ባለስልጣን  እና የኢንፎርሜሽን መረብ ደህንነት አስተዳደር  በጋራ  ያስለሙት የኮንስትራክሽን ሬጉላቶሪ ኢንፎርሜሽን ሲስተም ሚንስትሮች፣ ከፍተኛ የመንግስት የስራ ሀላፊዎች […],https://mui.gov.et/%e1%8b%a8%e1%8a%ae%e1%8a%95%e1%88%b5%e1%89%b5%e1%88%ab%e1%8a%ad%e1%88%bd%e1%8a%95-%e1%88%ac%e1%8c%89%e1%88%8b%e1%89%b6%e1%88%aa-%e1%8a%a2%e1%8a%95%e1%8d%8e%e1%88%ad%e1%88%9c%e1%88%bd%e1%8a%95-4/,,
Ethiopia,Ministry of Urban Infrastructure & Development,Ethiopia's Asstemaamanyinet and Zelakinet: The Challenge of Managing the Bahir Ber for a Sustainable Future - President Tayyé Atseqselsé,2025-10-15,"The issue of Ethiopia's sovereignty and territorial integrity in the management of the Grand Ethiopian Renaissance Dam (GERD) has been discussed in the international community, with the United Nations Security Council (UNSC) holding a session on the matter. The 6th meeting of the House of Peoples' Representatives and the 5th session of the House of Federation […]",https://mui.gov.et/language/am/%e1%8b%a8%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab-%e1%8a%a0%e1%88%b5%e1%89%b0%e1%88%9b%e1%88%9b%e1%8a%9d%e1%8a%90%e1%89%b5-%e1%8a%a5%e1%8a%93-%e1%8b%98%e1%88%8b%e1%89%82%e1%8a%90%e1%89%b5/,,
Ethiopia,Ministry of Urban Infrastructure & Development,Construction of the Regulatory Information System /CRIS/ Implementation Framework Final Report,2025-10-15,አዲስ አበባ፣ መስከረም 27/2018 ዓ.ም(ከመልሚ) የከተማና መሠረተ-ልማት ሚኒስቴር ሀገራዊ የኮንስትራክሽን ኢንዱስትሪ ትራንስፎርሚሽን ኢንሼትቭ በቅርቡ ይፋ አድርጎ ወደ ተግባር የገባ መሆኑ ይታወቃል። የኢትዮጵያ ኮንስትራክሽን ባለስልጣን የዚሁ ኢንሼትቭ አካል የሆነውን የኮንስትራክሽን ሬጉላቶሪ […],https://mui.gov.et/language/am/%e1%8b%a8%e1%8a%ae%e1%8a%95%e1%88%b5%e1%89%b5%e1%88%ab%e1%8a%ad%e1%88%bd%e1%8a%95-%e1%88%ac%e1%8c%89%e1%88%8b%e1%89%b6%e1%88%aa-%e1%8a%a2%e1%8a%95%e1%8d%8e%e1%88%ad%e1%88%9c%e1%88%bd%e1%8a%95/,,
Ethiopia,Ministry of Urban Infrastructure & Development,Ethiopia's Asstamamanyinet and Zelakinet: The Challenge of Managing the Bahir Ber for Sustainable Development - President Tayyé Atseqsilsay,2025-10-15,"The issue of ensuring the sustainability and safety of Ethiopia's Grand Renaissance Dam (GERD) has been discussed in various international forums, including the 6th People's Council and the 5th Federation Council [...]",https://mui.gov.et/%e1%8b%a8%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab-%e1%8a%a0%e1%88%b5%e1%89%b0%e1%88%9b%e1%88%9b%e1%8a%9d%e1%8a%90%e1%89%b5-%e1%8a%a5%e1%8a%93-%e1%8b%98%e1%88%8b%e1%89%82%e1%8a%90%e1%89%b5/,,
Ethiopia,Ministry of Urban Infrastructure & Development,President Taye Atse Selassie at the 6th of the Two Chambers 5th Year of Work Anniversary Gala Event,2025-10-15,"👉🏽 In the coming year, we will address the challenges and opportunities of the digital age with a transformative and visionary approach; 👉🏽 In the Verha Meskerem pilot phase, we will implement the Ethiopian Digital Identity Framework, which is a foundational digital identity system; 👉🏽 We will deploy our digital services […]",https://mui.gov.et/language/am/%e1%8d%95%e1%88%ac%e1%8b%9a%e1%8b%b3%e1%8a%95%e1%89%b5-%e1%89%b3%e1%8b%a8-%e1%8a%a0%e1%8c%bd%e1%89%80-%e1%88%a5%e1%88%8b%e1%88%b4-%e1%89%a06%e1%8a%9b%e1%8b%8d-%e1%8b%a8%e1%88%81%e1%88%88%e1%89%b1-2/,,
Ethiopia,Ministry of Urban Infrastructure & Development,President Taye Atse Selassie at the 6th of the two Microbetas 5th Year Work Anniversary Gala Event,2025-10-15,"This year, we are celebrating the milestones and achievements of our journey, which is a testament to our exceptional talent and dedication. 👉🏽 In the Verha Meskerem pilot phase, the Ethiopian Kerse Midr Habitat project, which is a joint effort with the JICA, has successfully delivered the first batch of houses. 👉🏽 We have delivered […]",https://mui.gov.et/%e1%8d%95%e1%88%ac%e1%8b%9a%e1%8b%b3%e1%8a%95%e1%89%b5-%e1%89%b3%e1%8b%a8-%e1%8a%a0%e1%8c%bd%e1%89%80-%e1%88%a5%e1%88%8b%e1%88%b4-%e1%89%a06%e1%8a%9b%e1%8b%8d-%e1%8b%a8%e1%88%81%e1%88%88%e1%89%b1/,,
Ethiopia,Ministry of Urban Infrastructure & Development,"The 10th Ethiopian Form of Government Forum from June 6-10, 2018, in Afar Region's Semera Logia Town, will be held under the theme ""The Contribution of Governments to Ethiopia's Prosperity.""",2025-10-15,"The summary of the projects, the high-quality data and models they produce, and the project management services provided by the IGZB are intended to support the Semeraya Logistics Center in the implementation of the Addis Ababa […]",https://mui.gov.et/10%e1%8a%9b%e1%8b%8d-%e1%8b%a8%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab-%e1%8a%a8%e1%89%b0%e1%88%9e%e1%89%bd-%e1%8d%8e%e1%88%a8%e1%88%9d-%e1%8a%a8%e1%88%85%e1%8b%b3%e1%88%ad-6-10-%e1%89%80/,,
Ethiopia,Ministry of Urban Infrastructure & Development,10ኛው የኢትዮጵያ ከተሞች ፎረም  ከህዳር 6-10 ቀን 2018 ዓ/ም  በአፋር ክልል ሰመራ ሎጊያ ከተማ  “የከተሞች ዕድገት ለኢትዮጵያ ልህቀት” በሚል መሪ ቃል  ይካሄዳል።,2025-10-15,"The summary provided by the institutions, which discusses the challenges faced by the institutions, the high-quality data and information they generate, the institutional strengthening services provided by the IGAD Secretariat, and the need for the Horn of Africa Initiative to address these issues, is as follows: […]",https://mui.gov.et/language/am/10%e1%8a%9b%e1%8b%8d-%e1%8b%a8%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab-%e1%8a%a8%e1%89%b0%e1%88%9e%e1%89%bd-%e1%8d%8e%e1%88%a8%e1%88%9d-%e1%8a%a8%e1%88%85%e1%8b%b3%e1%88%ad-6-10-%e1%89%80/,,
Ethiopia,Ministry of Urban Infrastructure & Development,ፕሬዚዳንት ታየ አጽቀ ሥላሴ በ6ኛው የሁለቱ ምክር ቤቶች 5ኛ ዓመት የሥራ ዘመን የጋራ መክፈቻ ላይ ያነሧቸው ዋና ዋና ነጥቦች,2025-10-15,"This year, the Berkat Ametat and Teretat projects, which are outstanding sources of hydropower, are being implemented; 👉🏽 In the Werha Meskerem pilot phase, the Ethiopian Kerse Midr Habitat Biodiversity, which is being restored, is being returned 👉🏽 Our restored habitats […]",https://mui.gov.et/language/am/%e1%8d%95%e1%88%ac%e1%8b%9a%e1%8b%b3%e1%8a%95%e1%89%b5-%e1%89%b3%e1%8b%a8-%e1%8a%a0%e1%8c%bd%e1%89%80-%e1%88%a5%e1%88%8b%e1%88%b4-%e1%89%a06%e1%8a%9b%e1%8b%8d-%e1%8b%a8%e1%88%81%e1%88%88%e1%89%b1/,,
Ethiopia,Ministry of Urban Infrastructure & Development,"""In the Somali Region, a 111 million liter per year capacity ethanol plant project, which is being implemented by OGADEN, has been launched. Similarly, a second phase with a capacity to produce 1.33 billion liters per year is also being launched. In addition to the ethanol production plant, a 1000 MW power plant is also being constructed, which will significantly contribute to the country's energy supply.""",2025-10-10,"The project is not just about food security. For food security, the sustainable use of natural resources for food production is our priority. The Dangay Maazen project will be implemented to address this. For resilience, we will also strengthen our cryptocurrency and mining activities.",https://mui.gov.et/%e1%89%a0%e1%88%b6%e1%88%9b%e1%88%8c-%e1%8a%ad%e1%88%8d%e1%88%8d-%e1%8a%ab%e1%88%89%e1%89%a5-%e1%89%a0%e1%8a%a0%e1%88%98%e1%89%b5-111-%e1%88%9a%e1%88%8a%e1%8b%ae%e1%8a%95-%e1%88%8a%e1%89%b5%e1%88%ad/,,
Ethiopia,Ministry of Urban Infrastructure & Development,"Today, all Ethiopians are commemorating a historic moment. The second Ashagari projects have been inaugurated. The Ethiopian Investment Commission, in collaboration with the Dangote Group, has launched the Yuria Madaberiya Fabrika, and in partnership with the Goldcord Group, the Gode Nedaj Matariya Fabrika has been inaugurated.",2025-10-10,"The Goded Nedaj transport system, when used to transport, operate, and maintain the 3.5 million-ton Hilal Nedaj Sfrad Nedaj, has a mass of 3.5 million tons. In addition, the Madaberiya Fabrika's Kalub Gaz Sfra is transported, and 108 kilometers of Magaga [...]",https://mui.gov.et/language/am/%e1%8b%9b%e1%88%ac-%e1%88%88%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab%e1%8b%8a%e1%8b%ab%e1%8a%95-%e1%88%81%e1%88%89-%e1%8b%a8%e1%88%9a%e1%8b%ab%e1%8a%ae%e1%88%ab-%e1%89%b3%e1%88%aa%e1%8a%ab/,,
Ethiopia,Ministry of Urban Infrastructure & Development,"Today, all Ethiopian Airways flights were grounded. The second Ashagari projects were also grounded. The Ethiopian Investment Commission's holding company, in collaboration with the Danish Group, and the Godage Nedaj Concord Group, in collaboration with the Golden Concord Group, have also been grounded.",2025-10-10,"The Goded Nedaj Transformer was transported from the Hilal Nedaj Sputnik Nedaj, with a total mass of 3.5 million tons, through loading, transportation, and assembly. In addition, the Madaberiya Fabricaw was transported from the Kalub Gaz Sputnik and 108 kilometers of magaqaaja […]",https://mui.gov.et/%e1%8b%9b%e1%88%ac-%e1%88%88%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab%e1%8b%8a%e1%8b%ab%e1%8a%95-%e1%88%81%e1%88%89-%e1%8b%a8%e1%88%9a%e1%8b%ab%e1%8a%ae%e1%88%ab-%e1%89%b3%e1%88%aa%e1%8a%ab/,,
Ethiopia,Ministry of Urban Infrastructure & Development,Land Administration Training,2025-10-10,"The initial and final stage of the Ketema Ammar project is a rockfall hazard. As a result, one of the project's engineers is investigating the rockfall hazard to provide answers to the questions of the residents. This is also reflected in the data available. In particular, this is evident in four specific sections.",https://mui.gov.et/%e1%8b%a8%e1%8a%a8%e1%89%b0%e1%88%9b-%e1%8a%a0%e1%88%98%e1%88%ab%e1%88%ad-%e1%88%8d%e1%88%9b%e1%89%b5/,,
Ethiopia,Ministry of Urban Infrastructure & Development,"Government Procurement and Public Procurement Reform Implementation Guideline Directive, Council of Ministers Regulation No. 20/2018, (Amendment)",2025-10-10,"In the Federal Civil Service Commission's transparency, government coordination, and reform implementation report for the fiscal year 2023/24, it was stated that the Ministry of Education and Higher Education, along with its agencies, have been implemented. The report also includes the government's coordination and reform implementation efforts, as well as those of Abiy, technical, and […]",https://mui.gov.et/language/am/%e1%8b%a8%e1%88%98%e1%8a%95%e1%8c%8d%e1%88%b5%e1%89%b5-%e1%8a%a0%e1%8c%88%e1%88%8d%e1%8c%8d%e1%88%8e%e1%89%b5%e1%8a%93-%e1%8a%a0%e1%88%b5%e1%89%b0%e1%8b%b3%e1%8b%b0%e1%88%ad-%e1%88%aa%e1%8d%8e/,,
Ethiopia,Ministry of Urban Infrastructure & Development,"""Post-Conflict Cluster Munitions in Ethiopia: The 2018 Tamrat Nqnqe Incident and Its Aftermath""",2025-10-10,"Here is the translated text:

Addis Ababa, March 15, 2018 (FBC) – The Ethiopian Tamrat NQC (National Qualifications Framework) Steering Committee members, during their meeting held on March 15, 2018, discussed and approved the 2018 fiscal year work plan. The Ethiopian Tamrat NQC, which is being implemented in the higher education sector, […]",https://mui.gov.et/%e1%8b%a8%e1%88%98%e1%88%a0%e1%88%a8%e1%89%b0-%e1%88%8d%e1%88%9b%e1%89%b5-%e1%8a%ad%e1%88%8b%e1%88%b5%e1%89%b0%e1%88%ad-%e1%8b%a8%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab-%e1%89%b3%e1%88%9d/,,
Ethiopia,Ministry of Urban Infrastructure & Development,"""Technological Advancements in the Implementation of the Post-Disaster Housing Recovery Framework""",2025-10-10,"Addis Ababa, September 9, 2018 (Meles) – The Minister of Urban Development and Construction, who was on a working visit to the capital, held discussions with the Real Estate Agency and various sectoral bodies regarding the ongoing housing development program that was launched […]",https://mui.gov.et/language/am/%e1%89%a0%e1%89%a4%e1%89%b5-%e1%88%8d%e1%88%9b%e1%89%b5-%e1%8b%98%e1%88%a8%e1%8d%8d-%e1%8b%88%e1%8c%a4%e1%89%b5-%e1%88%88%e1%88%9b%e1%88%9d%e1%8c%a3%e1%89%b5-%e1%8a%a8%e1%89%b0%e1%88%88%e1%88%98/,,
Ethiopia,Ministry of Urban Infrastructure & Development,የመሠረተ-ልማት ክላስተር የኢትዮጵያ ታምርት ንቅናቄ የ2018 በጀት ዓምት ዕቅዱን ተወያይቶ አጸደቀ,2025-10-10,"Addis Ababa, November 15, 2018 (FBC) - The Ethiopian Tamrat NQC's post-graduation cluster's board of directors, in their meeting held on November 15, 2018, approved the agenda for the 2018 fiscal year. The Ethiopian Tamrat NQC's post-graduation cluster, which is […]",https://mui.gov.et/language/am/%e1%8b%a8%e1%88%98%e1%88%a0%e1%88%a8%e1%89%b0-%e1%88%8d%e1%88%9b%e1%89%b5-%e1%8a%ad%e1%88%8b%e1%88%b5%e1%89%b0%e1%88%ad-%e1%8b%a8%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab-%e1%89%b3%e1%88%9d/,,
Ethiopia,Ministry of Urban Infrastructure & Development,"The Two Major Challenges Facing the 10th Ethiopian Reformist Party Congresses and the Immediate Measures to Address Them, as Stated by Minister of Justice Chalchu Sani",2025-10-10,"Here is the translated text:

Addis Ababa, September 9, 2018 (MELMI) – Two major and critical issues that emerged from the 10th Ethiopian Science and Technology Forum (ESTF), held from September 4 to 6, are the challenges faced by the country’s research and innovation ecosystem, as well as the need to strengthen the linkages between research institutions and industries […]",https://mui.gov.et/language/am/%e1%89%a010%e1%8a%9b%e1%8b%8d-%e1%8b%a8%e1%8a%a2%e1%89%b5%e1%8b%ae%e1%8c%b5%e1%8b%ab-%e1%8a%a8%e1%89%b0%e1%88%9e%e1%89%bd-%e1%8d%8e%e1%88%a8%e1%88%9d-%e1%8a%a8%e1%89%b0%e1%88%9e%e1%89%bd-%e1%8b%ab-2/,,
Ethiopia,Ministry of Urban Infrastructure & Development,የከተማ አመራር ልማት,2025-10-10,የከተማ አመራር ለዜጎች የመጀመሪያውም የመጨረሻውም የፍትህ ሸንጎ ነው። በመሆኑም አንድ የከተማ መሪ የዜጎችን ጥያቄ ለመመለስ በመረጃ ላይ የተመሰረተ የአስተዳደር ስርዓት መከተል አለበት። ይህ ደግሞ በአራት ቁልፍ ነጥቦች ላይ ያተኩራል። •በመረጃ […],https://mui.gov.et/language/am/%e1%8b%a8%e1%8a%a8%e1%89%b0%e1%88%9b-%e1%8a%a0%e1%88%98%e1%88%ab%e1%88%ad-%e1%88%8d%e1%88%9b%e1%89%b5/,,
